hmdb_id	name	mass	adduct	rt	polarity	source_id
HMDB0000095	Cytidine monophosphate	323.051851	[M-H]-	192	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000095	Cytidine monophosphate	323.051851	[M+H]+	207.75	POS	LCMS_polar_metabolome_standards_water
HMDB0000095	Cytidine monophosphate	323.051851	[M-H]-	207.75	NEG	LCMS_polar_metabolome_standards_water
HMDB0000905	Deoxyadenosine monophosphate	331.0681697	[M+H]+	202.74	POS	LCMS_polar_metabolome_standards_water
HMDB0000905	Deoxyadenosine monophosphate	331.0681697	[M-H]-	202.74	NEG	LCMS_polar_metabolome_standards_water
HMDB0011649	1-(sn-Glycero-3-phospho)-1D-myo-inositol 	334.066498	[M-H]-	225.84	NEG	LCMS_polar_metabolome_standards_water
HMDB0001058	Fructose 1,6-bisphosphate	339.9960489	[M-H]-	258	NEG	LCMS_polar_metabolome_standards_water
HMDB0000258	Sucrose	342.1162115	[M+Na]+	183.84	POS	LCMS_polar_metabolome_standards_water
HMDB0000258	Sucrose	342.1162115	[M-H]-	183.84	NEG	LCMS_polar_metabolome_standards_water
HMDB0000258	Sucrose	342.1162115	[M-H]-	186	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000258	Sucrose	342.1162115	[M+Na]+	186.6	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000186	Alpha-Lactose	342.1162115	[M-H]-	192	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000186	Alpha-Lactose	342.1162115	[M+Na]+	192.06	POS	LCMS_polar_metabolome_standards_water
HMDB0000186	Alpha-Lactose	342.1162115	[M-H]-	192.06	NEG	LCMS_polar_metabolome_standards_water
HMDB0000186	Alpha-Lactose	342.1162115	[M+Na]+	195	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0001314	Cyclic GMP	345.0474343	[M+H]+	200.64	POS	LCMS_polar_metabolome_standards_water
HMDB0001314	Cyclic GMP	345.0474343	[M-H]-	200.64	NEG	LCMS_polar_metabolome_standards_water
HMDB0000045	Adenosine monophosphate	347.0630843	[M+H]+	204.81	POS	LCMS_polar_metabolome_standards_water
HMDB0000045	Adenosine monophosphate	347.0630843	[M-H]-	204.81	NEG	LCMS_polar_metabolome_standards_water
HMDB0001044	2'-Deoxyguanosine 5'-monophosphate	347.0630843	[M+H]+	210.09	POS	LCMS_polar_metabolome_standards_water
HMDB0001044	2'-Deoxyguanosine 5'-monophosphate	347.0630843	[M-H]-	210.09	NEG	LCMS_polar_metabolome_standards_water
HMDB0000175	Inosinic acid	348.0470999	[M+H]+	211.02	POS	LCMS_polar_metabolome_standards_water
HMDB0000175	Inosinic acid	348.0470999	[M-H]-	211.02	NEG	LCMS_polar_metabolome_standards_water
HMDB0001397	Guanosine monophosphate	363.057999	[M+H]+	215.07	POS	LCMS_polar_metabolome_standards_water
HMDB0001397	Guanosine monophosphate	363.057999	[M-H]-	215.07	NEG	LCMS_polar_metabolome_standards_water
HMDB0000244	Riboflavin	376.1382844	[M+H]+	142.05	POS	LCMS_polar_metabolome_standards_water
HMDB0000244	Riboflavin	376.1382844	[M-H]-	142.05	NEG	LCMS_polar_metabolome_standards_water
HMDB0000939	S-Adenosylhomocysteine	384.1215885	[M+H]+	171.6	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000939	S-Adenosylhomocysteine	384.1215885	[M-H]-	181.8	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000939	S-Adenosylhomocysteine	384.1215885	[M+H]+	183.27	POS	LCMS_polar_metabolome_standards_water
HMDB0000939	S-Adenosylhomocysteine	384.1215885	[M-H]-	183.27	NEG	LCMS_polar_metabolome_standards_water
HMDB0000280	Phosphoribosyl pyrophosphate	389.9518147	[M+Cl]-	203.82	NEG	LCMS_polar_metabolome_standards_water
HMDB0001185	S-Adenosylmethionine	399.1450636	[M+H]+	192	POS	LCMS_polar_metabolome_standards_water
HMDB0001546	CDP	403.0181814	[M-H]-	168	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0001546	CDP	403.0181814	[M+Na]+	168.6	POS	LCMS_polar_metabolome_standards_water
HMDB0001546	CDP	403.0181814	[M-H]-	168.6	NEG	LCMS_polar_metabolome_standards_water
HMDB0001341	ADP	427.0294147	[M-H]-	244.98	NEG	LCMS_polar_metabolome_standards_water
HMDB0000121	Folic acid	441.1396814	[M+H]+	156.18	POS	LCMS_polar_metabolome_standards_water
HMDB0000121	Folic acid	441.1396814	[M-H]-	156.18	NEG	LCMS_polar_metabolome_standards_water
HMDB0001564	CDP-Ethanolamine	446.0603805	[M+H]+	217.29	POS	LCMS_polar_metabolome_standards_water
HMDB0001564	CDP-Ethanolamine	446.0603805	[M-H]-	217.29	NEG	LCMS_polar_metabolome_standards_water
HMDB0014703	Methotrexate	454.1713159	[M+H]+	148.53	POS	LCMS_polar_metabolome_standards_water
HMDB0000536	Adenylsuccinic acid	463.074043	[M+H]+	204.12	POS	LCMS_polar_metabolome_standards_water
HMDB0000536	Adenylsuccinic acid	463.074043	[M-H]-	204.12	NEG	LCMS_polar_metabolome_standards_water
HMDB0001413	Citicoline	488.1073307	[M+H]+	215.58	POS	LCMS_polar_metabolome_standards_water
HMDB0001413	Citicoline	488.1073307	[M-H]-	215.58	NEG	LCMS_polar_metabolome_standards_water
HMDB0001178	Adenosine diphosphate ribose	559.0716735	[M+H]+	238.92	POS	LCMS_polar_metabolome_standards_water
HMDB0001178	Adenosine diphosphate ribose	559.0716735	[M-H]-	238.92	NEG	LCMS_polar_metabolome_standards_water
HMDB0000286	Uridine diphosphate glucose	566.0550204	[M+Na]+	247.11	POS	LCMS_polar_metabolome_standards_water
HMDB0000286	Uridine diphosphate glucose	566.0550204	[M-H]-	247.11	NEG	LCMS_polar_metabolome_standards_water
HMDB0000935	Uridine diphosphate glucuronic acid	580.0342849	[M-H]-	267	NEG	LCMS_polar_metabolome_standards_water
HMDB0006557	ADP-glucose	589.0822382	[M+H]+	238.95	POS	LCMS_polar_metabolome_standards_water
HMDB0006557	ADP-glucose	589.0822382	[M-H]-	238.95	NEG	LCMS_polar_metabolome_standards_water
HMDB0000290	Uridine diphosphate-N-acetylglucosamine	607.0815695	[M+H]+	241.77	POS	LCMS_polar_metabolome_standards_water
HMDB0003337	Oxidized glutathione	612.1519619	[M+H]+	207.18	POS	LCMS_polar_metabolome_standards_water
HMDB0003337	Oxidized glutathione	612.1519619	[M-H]-	207.18	NEG	LCMS_polar_metabolome_standards_water
HMDB0000902	NAD	664.1169467	[M+H]+	222.51	POS	LCMS_polar_metabolome_standards_water
HMDB0000902	NAD	664.1169467	[M-H]-	222.51	NEG	LCMS_polar_metabolome_standards_water
HMDB0001487	NADH	665.1247717	[M+H]+	233.31	POS	LCMS_polar_metabolome_standards_water
HMDB0001487	NADH	665.1247717	[M-H]-	233.31	NEG	LCMS_polar_metabolome_standards_water
HMDB0000217	NADP	744.0832771	[M-H]-	243	NEG	LCMS_polar_metabolome_standards_water
HMDB0001248	FAD	785.1571345	[M+H]+	237.96	POS	LCMS_polar_metabolome_standards_water
HMDB0001248	FAD	785.1571345	[M-H]-	237.96	NEG	LCMS_polar_metabolome_standards_water
